%  columns="iteration, evaluation, sigma, max axis length, min axis length, all principal axes lengths (sorted square roots of eigenvalues of C)" (startseed=208979, 2021/03/4 9:50:2.79)
1 11 1.479096e+00 1.097584e+00 9.821211e-01 9.821211e-01 9.821211e-01 9.821211e-01 9.821211e-01 9.821211e-01 9.830878e-01 9.860343e-01 9.909915e-01 1.014981e+00 1.097584e+00 
2 21 1.503688e+00 1.146387e+00 9.645624e-01 9.645624e-01 9.653900e-01 9.659752e-01 9.663479e-01 9.712868e-01 9.742418e-01 9.822110e-01 9.958295e-01 1.016465e+00 1.146387e+00 
3 31 1.640809e+00 1.248676e+00 9.488657e-01 9.488657e-01 9.493074e-01 9.515659e-01 9.572613e-01 9.589085e-01 9.705569e-01 9.852020e-01 9.984078e-01 1.029261e+00 1.248676e+00 
4 41 1.808997e+00 1.359320e+00 9.348854e-01 9.348854e-01 9.358469e-01 9.426573e-01 9.436599e-01 9.479430e-01 9.566656e-01 9.822538e-01 9.930036e-01 1.016307e+00 1.359320e+00 
5 51 1.949582e+00 1.432829e+00 9.206551e-01 9.206551e-01 9.259191e-01 9.274942e-01 9.325370e-01 9.397591e-01 9.654843e-01 9.839240e-01 9.915717e-01 1.004364e+00 1.432829e+00 
6 61 2.064699e+00 1.465491e+00 9.067575e-01 9.067575e-01 9.141519e-01 9.154441e-01 9.232176e-01 9.256025e-01 9.558042e-01 9.732136e-01 9.966175e-01 1.031367e+00 1.465491e+00 
7 71 2.243446e+00 1.511770e+00 8.944890e-01 8.944890e-01 8.988438e-01 9.074205e-01 9.125069e-01 9.400339e-01 9.497772e-01 9.588193e-01 1.023732e+00 1.050193e+00 1.511770e+00 
8 81 2.272999e+00 1.508767e+00 8.799858e-01 8.799858e-01 8.848970e-01 8.963758e-01 9.212127e-01 9.298488e-01 9.398634e-01 9.441625e-01 1.008459e+00 1.069166e+00 1.508767e+00 
9 91 2.301747e+00 1.519404e+00 8.706766e-01 8.706766e-01 8.718110e-01 8.863208e-01 9.131860e-01 9.212285e-01 9.304368e-01 9.349898e-01 1.027836e+00 1.087172e+00 1.519404e+00 
10 101 2.166883e+00 1.538588e+00 8.573561e-01 8.573561e-01 8.618412e-01 8.761543e-01 8.989807e-01 9.160506e-01 9.217496e-01 9.368853e-01 1.015981e+00 1.074062e+00 1.538588e+00 
11 111 2.194310e+00 1.573158e+00 8.439674e-01 8.439674e-01 8.586303e-01 8.614377e-01 8.876768e-01 9.025005e-01 9.217012e-01 9.455431e-01 1.003565e+00 1.069233e+00 1.573158e+00 
12 121 2.120611e+00 1.570735e+00 8.338597e-01 8.338597e-01 8.454110e-01 8.555153e-01 8.800730e-01 8.912996e-01 9.285858e-01 9.400879e-01 9.917973e-01 1.062982e+00 1.570735e+00 
13 131 2.033563e+00 1.548864e+00 8.258568e-01 8.258568e-01 8.380271e-01 8.499924e-01 8.693818e-01 8.875910e-01 9.271577e-01 9.402453e-01 1.012008e+00 1.053195e+00 1.548864e+00 
14 141 1.888531e+00 1.527490e+00 8.162189e-01 8.162189e-01 8.263254e-01 8.353470e-01 8.735611e-01 8.851961e-01 9.141200e-01 9.284932e-01 1.011679e+00 1.041054e+00 1.527490e+00 
15 151 1.670803e+00 1.509167e+00 8.067989e-01 8.067989e-01 8.220258e-01 8.340510e-01 8.606871e-01 8.776657e-01 9.098932e-01 9.306999e-01 1.000533e+00 1.025850e+00 1.509167e+00 
16 161 1.444884e+00 1.484859e+00 7.998824e-01 7.998824e-01 8.193060e-01 8.366060e-01 8.469348e-01 8.686867e-01 9.003788e-01 9.178734e-01 9.893466e-01 1.012304e+00 1.484859e+00 
17 171 1.292736e+00 1.480783e+00 7.913780e-01 7.913780e-01 8.061365e-01 8.294955e-01 8.413096e-01 8.571172e-01 8.967191e-01 9.194752e-01 9.777535e-01 9.966890e-01 1.480783e+00 
18 181 1.209172e+00 1.458700e+00 7.868187e-01 7.868187e-01 7.946863e-01 8.203350e-01 8.420228e-01 8.730262e-01 8.828853e-01 9.132889e-01 9.629558e-01 9.838789e-01 1.458700e+00 
19 191 1.075745e+00 1.440156e+00 7.785311e-01 7.785311e-01 7.819613e-01 8.097053e-01 8.298139e-01 8.658280e-01 8.720283e-01 9.022722e-01 9.507590e-01 9.773431e-01 1.440156e+00 
20 201 9.798248e-01 1.435347e+00 7.708163e-01 7.708163e-01 7.776269e-01 8.014858e-01 8.175650e-01 8.525321e-01 8.732370e-01 8.883841e-01 9.375339e-01 9.952196e-01 1.435347e+00 
21 211 9.197193e-01 1.416902e+00 7.610575e-01 7.610575e-01 7.677637e-01 7.960602e-01 8.078412e-01 8.557293e-01 8.648998e-01 8.873625e-01 9.276213e-01 9.952601e-01 1.416902e+00 
22 221 8.701229e-01 1.421287e+00 7.515916e-01 7.515916e-01 7.659968e-01 7.910631e-01 8.005623e-01 8.489544e-01 8.523287e-01 8.854817e-01 9.253092e-01 9.884671e-01 1.421287e+00 
23 231 8.456923e-01 1.420824e+00 7.441551e-01 7.441551e-01 7.589350e-01 7.827374e-01 7.905446e-01 8.373974e-01 8.491587e-01 9.087670e-01 9.164882e-01 9.849191e-01 1.420824e+00 
24 241 8.168018e-01 1.428603e+00 7.382810e-01 7.382810e-01 7.593993e-01 7.781396e-01 7.801045e-01 8.373479e-01 8.528295e-01 8.981981e-01 9.129566e-01 9.837775e-01 1.428603e+00 
25 251 7.690658e-01 1.420716e+00 7.269488e-01 7.269488e-01 7.503863e-01 7.679740e-01 7.768127e-01 8.281479e-01 8.488385e-01 8.885908e-01 9.358823e-01 9.759972e-01 1.420716e+00 
26 261 7.110895e-01 1.413331e+00 7.160043e-01 7.160043e-01 7.421952e-01 7.602694e-01 7.690940e-01 8.195102e-01 8.528348e-01 8.821940e-01 9.266179e-01 9.684877e-01 1.413331e+00 
27 271 7.070430e-01 1.402200e+00 7.058148e-01 7.058148e-01 7.335937e-01 7.524236e-01 7.588023e-01 8.343761e-01 8.650213e-01 8.810069e-01 9.203927e-01 1.035905e+00 1.402200e+00 
28 281 6.416404e-01 1.390129e+00 6.975880e-01 6.975880e-01 7.264149e-01 7.416005e-01 7.639600e-01 8.285282e-01 8.533537e-01 8.788928e-01 9.061792e-01 1.026601e+00 1.390129e+00 
29 291 6.068534e-01 1.370690e+00 6.878426e-01 6.878426e-01 7.201975e-01 7.336819e-01 7.521323e-01 8.403867e-01 8.480570e-01 8.733388e-01 9.024563e-01 1.061153e+00 1.370690e+00 
30 301 5.861968e-01 1.348244e+00 6.797851e-01 6.797851e-01 7.158776e-01 7.318364e-01 7.449758e-01 8.321237e-01 8.492587e-01 8.760658e-01 9.066432e-01 1.074830e+00 1.348244e+00 
31 311 5.949512e-01 1.327998e+00 6.704150e-01 6.704150e-01 7.069472e-01 7.221880e-01 7.355623e-01 8.222735e-01 8.349186e-01 8.926869e-01 9.565662e-01 1.075169e+00 1.327998e+00 
32 321 5.584703e-01 1.315925e+00 6.626750e-01 6.626750e-01 6.976699e-01 7.178660e-01 7.367492e-01 8.265965e-01 8.515059e-01 8.811561e-01 9.539545e-01 1.069265e+00 1.315925e+00 
33 331 5.695868e-01 1.297230e+00 6.516146e-01 6.516146e-01 6.936352e-01 7.057873e-01 7.569644e-01 8.204035e-01 8.406139e-01 9.020485e-01 9.408157e-01 1.088058e+00 1.297230e+00 
34 341 5.374176e-01 1.281070e+00 6.445342e-01 6.445342e-01 6.829561e-01 7.116376e-01 7.684280e-01 8.066138e-01 8.332941e-01 8.936440e-01 9.328079e-01 1.085455e+00 1.281070e+00 
35 351 5.357971e-01 1.264887e+00 6.385819e-01 6.385819e-01 6.777607e-01 7.225362e-01 7.623644e-01 8.155623e-01 8.305314e-01 9.051179e-01 9.388179e-01 1.092551e+00 1.264887e+00 
36 361 5.125336e-01 1.249521e+00 6.295143e-01 6.295143e-01 6.933592e-01 7.291078e-01 7.555914e-01 8.079415e-01 8.193710e-01 8.984716e-01 9.443863e-01 1.106228e+00 1.249521e+00 
37 371 5.227329e-01 1.242808e+00 6.207342e-01 6.207342e-01 6.851884e-01 7.379259e-01 7.657451e-01 8.029471e-01 8.433569e-01 8.901000e-01 9.418776e-01 1.091090e+00 1.242808e+00 
38 381 5.080640e-01 1.224467e+00 6.209979e-01 6.209979e-01 6.938519e-01 7.290870e-01 7.562336e-01 7.898301e-01 8.479846e-01 8.816386e-01 9.341092e-01 1.078853e+00 1.224467e+00 
