%  columns=["iteration, evaluation, sigma, void, void, stds==sigma*sqrt(diag(C))" (startseed=208979, 2021/03/4 9:50:2.79)
1 11 1.479096e+00 0 0 1.457671e+00 1.458665e+00 1.484702e+00 1.509756e+00 1.458041e+00 1.466525e+00 1.506062e+00 1.460174e+00 1.473489e+00 1.498620e+00 
2 21 1.503688e+00 0 0 1.463575e+00 1.459225e+00 1.495458e+00 1.542303e+00 1.515323e+00 1.471440e+00 1.561233e+00 1.464695e+00 1.493025e+00 1.510953e+00 
3 31 1.640809e+00 0 0 1.575578e+00 1.587967e+00 1.683506e+00 1.680502e+00 1.656615e+00 1.581906e+00 1.813508e+00 1.602170e+00 1.634747e+00 1.635840e+00 
4 41 1.808997e+00 0 0 1.764032e+00 1.723220e+00 1.869269e+00 1.831666e+00 1.796804e+00 1.718189e+00 2.105979e+00 1.821257e+00 1.788525e+00 1.797995e+00 
5 51 1.949582e+00 0 0 1.931630e+00 1.853383e+00 2.100869e+00 1.976330e+00 1.903836e+00 1.833471e+00 2.288118e+00 1.990544e+00 1.917443e+00 1.913817e+00 
6 61 2.064699e+00 0 0 2.074739e+00 1.991992e+00 2.261172e+00 2.123487e+00 1.998638e+00 1.914332e+00 2.392183e+00 2.092834e+00 2.017708e+00 2.013625e+00 
7 71 2.243446e+00 0 0 2.256539e+00 2.138822e+00 2.463179e+00 2.277333e+00 2.261855e+00 2.047191e+00 2.572090e+00 2.311176e+00 2.252523e+00 2.261352e+00 
8 81 2.272999e+00 0 0 2.257753e+00 2.138054e+00 2.465157e+00 2.277014e+00 2.307190e+00 2.112132e+00 2.565792e+00 2.337075e+00 2.279351e+00 2.276952e+00 
9 91 2.301747e+00 0 0 2.264795e+00 2.171381e+00 2.507313e+00 2.295799e+00 2.309551e+00 2.174651e+00 2.594269e+00 2.339813e+00 2.295043e+00 2.343245e+00 
10 101 2.166883e+00 0 0 2.139030e+00 2.015161e+00 2.345018e+00 2.144998e+00 2.186504e+00 2.029644e+00 2.437256e+00 2.192875e+00 2.134517e+00 2.196703e+00 
11 111 2.194310e+00 0 0 2.146172e+00 2.036859e+00 2.365335e+00 2.162488e+00 2.256077e+00 2.091004e+00 2.470068e+00 2.203670e+00 2.156575e+00 2.199518e+00 
12 121 2.120611e+00 0 0 2.065696e+00 1.957994e+00 2.260663e+00 2.081575e+00 2.210023e+00 2.000495e+00 2.368817e+00 2.101644e+00 2.054005e+00 2.112313e+00 
13 131 2.033563e+00 0 0 1.955964e+00 1.876513e+00 2.157489e+00 1.980866e+00 2.125729e+00 1.925204e+00 2.243480e+00 1.983026e+00 1.982688e+00 2.000589e+00 
14 141 1.888531e+00 0 0 1.796672e+00 1.718344e+00 2.005791e+00 1.812087e+00 1.945698e+00 1.772638e+00 2.065013e+00 1.823060e+00 1.815179e+00 1.846742e+00 
15 151 1.670803e+00 0 0 1.569354e+00 1.522820e+00 1.756729e+00 1.584131e+00 1.699123e+00 1.565769e+00 1.818853e+00 1.597705e+00 1.585667e+00 1.609982e+00 
16 161 1.444884e+00 0 0 1.338246e+00 1.298908e+00 1.506939e+00 1.370023e+00 1.445467e+00 1.335654e+00 1.551084e+00 1.370634e+00 1.352371e+00 1.376828e+00 
17 171 1.292736e+00 0 0 1.194171e+00 1.149961e+00 1.337719e+00 1.214975e+00 1.280936e+00 1.199095e+00 1.372662e+00 1.219610e+00 1.192235e+00 1.219047e+00 
18 181 1.209172e+00 0 0 1.105943e+00 1.064050e+00 1.238674e+00 1.155310e+00 1.183676e+00 1.105245e+00 1.269705e+00 1.125310e+00 1.096138e+00 1.130405e+00 
19 191 1.075745e+00 0 0 9.717776e-01 9.349327e-01 1.087788e+00 1.018896e+00 1.043013e+00 9.709479e-01 1.112665e+00 9.844515e-01 9.637814e-01 9.996207e-01 
20 201 9.798248e-01 0 0 8.744549e-01 8.424086e-01 9.778283e-01 9.142858e-01 9.528144e-01 8.700840e-01 1.025362e+00 8.990967e-01 8.633588e-01 9.128200e-01 
21 211 9.197193e-01 0 0 8.381792e-01 7.936099e-01 9.055614e-01 8.439924e-01 8.847564e-01 8.068159e-01 9.536321e-01 8.330697e-01 7.978440e-01 8.487548e-01 
22 221 8.701229e-01 0 0 7.933418e-01 7.454284e-01 8.482782e-01 7.943337e-01 8.296994e-01 7.667671e-01 8.976028e-01 7.956621e-01 7.462616e-01 7.937656e-01 
23 231 8.456923e-01 0 0 7.637671e-01 7.376948e-01 8.198443e-01 7.763090e-01 8.074230e-01 7.474394e-01 8.652478e-01 7.649778e-01 7.184766e-01 7.591729e-01 
24 241 8.168018e-01 0 0 7.375402e-01 7.151907e-01 7.851564e-01 7.486361e-01 7.715714e-01 7.155209e-01 8.292029e-01 7.324302e-01 6.894229e-01 7.576360e-01 
25 251 7.690658e-01 0 0 6.938565e-01 6.698125e-01 7.354230e-01 7.005318e-01 7.412110e-01 6.653596e-01 7.723905e-01 6.846000e-01 6.400167e-01 7.048340e-01 
26 261 7.110895e-01 0 0 6.419171e-01 6.204689e-01 6.797541e-01 6.429119e-01 6.755577e-01 6.096209e-01 7.041764e-01 6.245767e-01 5.902264e-01 6.432054e-01 
27 271 7.070430e-01 0 0 6.781619e-01 6.244331e-01 6.737684e-01 6.421539e-01 6.746185e-01 6.001821e-01 6.920105e-01 6.230727e-01 5.801408e-01 6.377675e-01 
28 281 6.416404e-01 0 0 6.150850e-01 5.605154e-01 6.094158e-01 5.772610e-01 6.067842e-01 5.391291e-01 6.259980e-01 5.564513e-01 5.181505e-01 5.712703e-01 
29 291 6.068534e-01 0 0 5.770426e-01 5.348651e-01 5.701735e-01 5.463424e-01 5.741264e-01 5.041125e-01 6.008058e-01 5.201792e-01 4.844928e-01 5.399106e-01 
