%  columns="iteration, evaluation, fitness, void, void, xrecentbest" (startseed=208979, 2021/03/4 9:50:2.79)
11 111  9.989629049983673781e+01 0 0 1.148041e+00 7.423194e-01 -3.419267e+00 3.128986e-02 -1.603549e+00 4.060115e-01 -2.485077e+00 -1.256767e+00 -1.500363e+00 2.675790e-02 
12 121  1.547806920902513923e+02 0 0 -7.352017e-01 6.227060e-01 -2.704225e+00 -2.029118e+00 -1.570267e+00 6.940509e-01 -3.243227e+00 -4.610661e-01 -8.691772e-01 -2.742198e-01 
13 131  1.694452484862944459e+02 0 0 2.465454e-01 3.385136e+00 7.255330e-01 2.428063e+00 -2.046607e+00 -1.726418e+00 -1.905929e+00 6.052621e-01 -2.906282e+00 2.025232e+00 
14 141  1.117006142764023622e+02 0 0 -1.061821e+00 2.169873e+00 -2.018799e-01 1.104287e+00 -7.859858e-01 -2.246396e-01 -2.132636e+00 -1.226255e+00 -1.046709e+00 6.349800e-02 
15 151  1.617595784543829609e+02 0 0 1.219312e+00 4.587524e+00 1.691454e+00 1.744988e+00 1.638419e+00 1.535474e+00 8.851277e-01 -8.561511e-01 -1.863073e+00 -9.130696e-01 
16 161  1.156738241207284830e+02 0 0 -2.404824e-01 3.061664e+00 2.060251e-01 -2.297424e-01 -1.245171e-01 7.142130e-01 -2.949284e-02 6.863281e-01 -1.859013e+00 1.402722e+00 
17 171  9.653492606949609467e+01 0 0 7.519294e-01 1.684627e+00 1.575918e+00 1.500913e+00 1.688694e+00 -2.049422e+00 -1.873319e+00 -2.730618e-03 -1.127260e+00 1.904266e+00 
18 181  9.631709577736052097e+01 0 0 -8.334321e-02 1.784112e+00 -7.159202e-01 3.712085e+00 1.374531e+00 -8.703198e-02 -1.854037e+00 -5.947333e-01 -8.733340e-01 1.099987e-01 
19 191  1.214940301055226115e+02 0 0 1.739855e+00 2.070405e+00 1.005254e+00 2.466185e+00 2.132624e+00 4.346336e-01 -2.054404e+00 3.999676e-01 -4.652164e-01 -1.087994e-01 
20 201  1.179938891025927461e+02 0 0 1.667348e-01 2.934094e+00 1.125367e+00 2.407441e+00 7.352549e-01 -3.146473e-02 7.935681e-01 1.505515e+00 -4.780936e-01 2.142419e+00 
21 211  8.930186664652029549e+01 0 0 -1.143579e+00 1.944355e+00 6.218426e-01 2.259241e+00 1.013211e+00 -7.568515e-01 -1.930475e+00 6.243401e-01 -5.688411e-01 2.020539e+00 
22 221  1.086283429668672227e+02 0 0 -8.053995e-01 1.942343e+00 8.241488e-01 8.381679e-01 -1.108662e-01 -1.330026e+00 -2.275008e+00 -1.685215e-01 -9.296072e-01 1.664575e+00 
23 231  8.198498109928638655e+01 0 0 -8.768593e-02 1.086034e+00 -6.922130e-01 9.202552e-01 -6.392801e-02 -9.735673e-01 -1.872985e+00 5.112136e-01 -1.545470e+00 1.409227e+00 
24 241  1.237352618506471060e+02 0 0 -9.606181e-02 4.688597e-01 7.697223e-02 2.535745e+00 3.959574e-01 -5.529646e-01 -1.915369e+00 -1.724237e-01 -1.486328e+00 3.217578e-01 
25 251  9.768937970713366781e+01 0 0 2.007480e-02 8.351013e-01 8.737913e-01 1.927552e+00 2.108706e+00 -1.319734e+00 -2.631526e+00 3.079575e-01 -1.020024e+00 9.965456e-01 
26 261  8.912263634751053587e+01 0 0 -8.839056e-01 1.865267e-01 -8.103695e-01 1.385667e+00 7.834249e-01 -1.285410e+00 -2.453554e+00 7.441057e-01 -1.266497e+00 1.019095e+00 
27 271  1.137130780441319473e+02 0 0 1.789653e+00 2.003786e+00 9.774414e-01 1.430328e+00 1.853662e+00 -5.958604e-01 -2.539050e+00 -6.575172e-02 -1.408430e+00 -8.400155e-02 
28 281  9.330764481613149997e+01 0 0 -4.038167e-02 1.732367e+00 8.918141e-01 1.762323e+00 1.556561e+00 -5.801830e-01 -1.390465e+00 3.098066e-01 -1.614315e+00 2.948539e-01 
29 291  1.062373976028484321e+02 0 0 1.756856e-01 3.610415e-01 2.365934e-01 1.857232e+00 -1.232941e-02 -1.224588e+00 -5.163467e-01 7.450600e-01 -1.081706e+00 1.385961e+00 
30 301  1.001828614605138910e+02 0 0 9.754337e-03 -1.996094e-01 -1.138012e-01 2.476068e+00 3.472189e-01 -9.263151e-01 -6.101843e-01 1.527789e-01 -1.103735e+00 7.260783e-01 
31 311  1.146767938203957300e+02 0 0 6.197181e-01 6.155683e-01 -3.054305e-01 3.214239e+00 1.197281e-01 -6.237679e-01 -9.311812e-02 3.334322e-01 -1.211912e+00 -6.545137e-02 
32 321  8.762427620908911763e+01 0 0 1.045470e+00 6.643278e-01 -1.160081e-01 3.389196e+00 -1.360325e-01 -1.414324e+00 -7.288011e-01 5.617357e-01 -1.719635e+00 4.143649e-01 
33 331  8.090256636033400639e+01 0 0 2.075018e-01 6.211623e-02 -6.655743e-01 3.206595e+00 8.108435e-02 -6.402399e-01 -8.452998e-01 4.081333e-01 -1.006811e+00 5.745860e-01 
34 341  7.461163764985678881e+01 0 0 4.339350e-01 -5.821316e-02 -1.256022e-01 3.084985e+00 7.067668e-01 -1.228643e+00 -5.731509e-01 4.703790e-01 -9.663754e-01 5.262303e-01 
35 351  9.590881147964867637e+01 0 0 1.986063e-01 -9.993389e-01 -5.115163e-02 2.082150e+00 9.527726e-01 -7.395160e-01 -8.005120e-01 6.859866e-01 -9.852739e-02 2.110417e-01 
36 361  1.022179885277267459e+02 0 0 4.424686e-01 7.345804e-01 -1.500193e-01 2.633192e+00 9.477331e-01 -8.070760e-01 -7.960214e-01 -6.416056e-01 -5.997596e-01 6.696763e-02 
37 371  8.611401400421105734e+01 0 0 -9.146116e-02 2.210092e-01 1.014139e-01 2.015330e+00 6.398801e-02 -1.134659e+00 -4.339028e-01 -4.812672e-01 -4.808364e-01 -7.082463e-02 
38 381  7.982755869050984643e+01 0 0 1.471866e-01 2.821024e-01 -7.981744e-01 2.380353e+00 9.893308e-02 -6.125485e-01 -5.697990e-03 -3.149320e-01 -4.412502e-01 2.931077e-01 
39 391  9.615293956189597679e+01 0 0 6.868950e-01 1.811579e-01 1.188763e-01 2.200078e+00 4.994218e-01 -3.677419e-01 -5.890149e-01 -6.730001e-01 -4.413639e-01 9.354526e-01 
40 401  6.281559415491527432e+01 0 0 9.670054e-01 -1.416722e-02 -1.055553e-02 1.936309e+00 5.778270e-01 -6.045799e-01 -1.211361e+00 -5.066580e-01 -5.497858e-01 1.124027e+00 
41 411  7.557554607524866697e+01 0 0 1.410939e-01 5.975933e-01 -3.326799e-01 7.142470e-01 7.606460e-01 -6.377303e-01 -5.759025e-01 -5.462826e-01 -3.721318e-01 1.572566e+00 
42 421  6.520051001273083102e+01 0 0 1.017891e+00 1.073804e-01 -1.482547e-01 1.543841e+00 1.666116e+00 2.021160e-01 -4.411850e-01 -5.151112e-01 -4.418572e-02 9.728624e-01 
43 431  1.061838571962207283e+02 0 0 3.683653e-01 -1.994215e-01 -8.015900e-01 1.960884e+00 -3.333279e-02 -9.013947e-02 -1.571421e-01 -3.001380e-01 6.385398e-02 1.140737e+00 
44 441  6.782418909607655166e+01 0 0 7.634945e-01 1.029702e-01 -7.076206e-01 1.525986e+00 7.742587e-01 6.247160e-01 -6.439975e-01 -7.496000e-01 1.490638e-01 6.458737e-01 
45 451  8.824242238457969734e+01 0 0 1.026056e+00 9.406443e-01 -7.345298e-01 9.287013e-01 1.387001e+00 7.542429e-01 2.427651e-01 -3.309341e-01 5.778750e-01 1.253118e+00 
46 461  7.218359711897073794e+01 0 0 1.833775e-01 1.006155e+00 -1.266007e-01 2.000751e+00 4.947044e-02 7.592273e-01 6.252277e-01 3.033688e-01 4.791285e-01 1.013186e+00 
47 471  7.956473164033241119e+01 0 0 6.898900e-01 5.439146e-01 1.811473e-02 1.603307e+00 1.234247e-01 9.473484e-02 5.176158e-01 -4.478236e-02 3.424793e-01 9.100457e-01 
48 481  9.955935417667947718e+01 0 0 2.028865e-02 7.557682e-01 1.835332e-01 2.705221e+00 -3.681648e-01 -8.229329e-02 4.936416e-01 1.287529e-01 3.906622e-01 4.448238e-01 
49 491  6.835302780412553147e+01 0 0 1.379831e-01 1.723628e+00 7.526023e-01 2.561520e+00 -8.356571e-02 -5.303642e-02 -1.712431e-01 6.008556e-02 -2.140031e-01 -2.241632e-03 
50 501  1.126203795207295286e+02 0 0 2.694455e-02 5.607508e-01 -1.843895e-01 2.853534e+00 1.557895e-01 -8.882300e-02 -6.029944e-01 -2.421925e-01 -2.748050e-01 9.987338e-01 
51 511  7.786706337658466737e+01 0 0 -3.352600e-03 9.479095e-01 1.654899e-01 1.860812e+00 2.675019e-02 1.371199e-01 -6.642992e-01 -2.469429e-01 -4.124138e-01 1.096601e+00 
52 521  7.847629233079658206e+01 0 0 1.333586e-01 1.928711e+00 6.501275e-01 2.212989e+00 -2.836655e-01 -2.105484e-01 -4.878748e-02 6.765165e-01 8.099928e-02 -4.095910e-02 
53 531  6.047806470618528607e+01 0 0 1.088343e+00 1.965314e+00 -5.426160e-02 2.322855e+00 1.273946e-01 2.657591e-01 -7.599999e-01 6.803324e-01 -5.064385e-01 8.308215e-03 
54 541  1.026480596714524580e+02 0 0 3.688183e-01 1.242473e+00 1.343851e-01 2.416945e+00 -4.409626e-01 -7.671246e-01 -1.178412e+00 -3.697810e-02 -7.913204e-01 5.376068e-02 
55 551  9.387431441905208374e+01 0 0 9.983057e-01 1.204900e+00 6.101904e-02 2.699265e+00 -7.845293e-02 -4.466735e-01 -5.749109e-01 2.210042e-01 -6.022522e-01 5.777742e-01 
56 561  9.743694334533245183e+01 0 0 1.168378e+00 9.222201e-01 -2.579006e-01 3.037143e+00 -1.402772e+00 -2.425573e-01 -5.762447e-01 5.866199e-01 -3.953229e-01 -2.498795e-01 
57 571  7.253015047885638467e+01 0 0 1.644215e+00 9.972789e-01 1.889592e-01 2.299331e+00 -6.852296e-01 1.091596e-01 7.242609e-02 1.395428e+00 -1.895515e-02 -2.077108e-03 
58 581  1.089397712712935515e+02 0 0 1.905173e+00 4.057809e-01 3.718192e-01 2.534579e+00 -8.755810e-01 1.059365e-01 -4.607321e-01 1.243165e+00 1.185852e-01 1.102967e-01 
59 591  9.600527353367492367e+01 0 0 1.180786e+00 -1.157172e-01 3.776569e-01 2.696246e+00 -1.600747e+00 -4.943404e-01 -8.703021e-02 4.789937e-01 2.069218e-02 -1.014343e+00 
60 601  8.700056925808858921e+01 0 0 1.767646e+00 2.628039e-01 -1.978738e-01 2.441566e+00 -7.444609e-01 -5.229398e-01 -7.079678e-01 1.829313e-01 -4.247704e-01 9.534451e-02 
61 611  7.846717897304239386e+01 0 0 1.763588e+00 -1.280467e-01 5.130679e-01 2.594880e+00 5.900121e-02 -5.511082e-01 -6.931493e-02 -2.441144e-02 -4.866617e-01 3.904357e-01 
62 621  8.010241792544226769e+01 0 0 1.379914e+00 1.590741e-01 8.067407e-02 2.210748e+00 -4.972946e-02 2.816623e-01 1.479884e-01 -1.658470e-02 4.790279e-01 -4.116963e-01 
63 631  8.351058503607829664e+01 0 0 1.642606e+00 -1.490235e-01 -1.369089e-01 1.446539e+00 -4.702923e-01 1.355674e-01 6.068794e-01 6.854801e-01 4.735927e-01 -3.720319e-01 
64 641  8.385846305953678836e+01 0 0 1.765259e+00 7.718205e-02 -7.158104e-01 1.337576e+00 5.658613e-02 6.406592e-01 1.098269e-01 1.575755e-01 3.009199e-01 -1.075333e+00 
65 651  7.131375013185446221e+01 0 0 2.372807e+00 1.647196e-01 -9.591685e-02 1.645953e+00 5.922220e-02 7.991703e-01 1.073783e+00 1.199517e+00 5.244226e-01 -1.039857e+00 
66 661  1.028746807373006789e+02 0 0 1.797669e+00 -4.689432e-02 -3.359890e-01 1.229914e+00 2.117779e-01 5.849201e-01 3.869780e-02 1.017814e+00 6.768134e-01 -3.835222e-01 
67 671  7.466636816411801192e+01 0 0 2.012154e+00 2.752534e-02 -9.695212e-01 1.667898e+00 -7.677394e-02 9.730223e-01 6.037451e-01 9.273227e-01 6.964017e-01 -4.408609e-03 
68 681  9.667148173781205855e+01 0 0 1.790679e+00 -7.121703e-01 -7.583277e-01 9.091379e-01 4.623765e-04 1.873426e-01 1.308796e+00 9.882106e-01 8.519754e-01 8.726973e-01 
69 691  8.647180179379597575e+01 0 0 1.514783e+00 -5.098253e-01 -8.378628e-01 1.477842e+00 -6.305786e-02 6.768557e-01 1.108219e+00 6.596930e-01 6.311750e-01 -1.281675e-01 
70 701  8.124195040439812487e+01 0 0 1.284092e+00 4.749127e-01 2.057034e-02 1.449720e+00 1.316862e+00 6.149912e-01 6.177976e-01 5.558823e-01 1.018123e+00 -1.831250e-01 
71 711  9.634506704324095949e+01 0 0 1.338004e+00 -4.414184e-01 -7.361881e-01 1.523619e+00 5.673285e-01 9.192049e-01 1.099955e+00 6.491829e-01 1.057445e+00 4.733605e-02 
72 721  6.980391048507019036e+01 0 0 1.095881e+00 -3.576130e-02 -1.154188e-01 1.796318e+00 4.389793e-02 3.451225e-01 1.164491e+00 6.071271e-01 2.019920e-01 9.152194e-03 
73 731  8.998949103736538291e+01 0 0 1.536611e+00 -6.705065e-01 -5.583062e-01 1.600402e+00 -1.653423e-01 5.959997e-01 1.289606e+00 6.572571e-01 5.580127e-01 1.490387e-01 
74 741  9.570336658124584517e+01 0 0 1.275788e+00 -6.227528e-01 -8.066848e-01 1.674772e+00 8.782704e-02 5.732040e-01 1.526356e+00 6.617737e-01 7.840479e-01 -9.122322e-03 
75 751  7.918737105253944719e+01 0 0 1.840355e+00 -8.375320e-01 5.368668e-03 2.310523e+00 5.070853e-01 8.456270e-01 1.892856e+00 6.957975e-01 9.282182e-01 4.717267e-01 
76 761  8.318472848611787640e+01 0 0 1.338584e+00 -1.265461e-02 7.998913e-02 2.120563e+00 4.459660e-02 4.043198e-01 1.372772e+00 5.772240e-01 4.347288e-01 -7.803751e-02 
77 771  5.643201770707003107e+01 0 0 9.206855e-01 -9.403998e-01 -3.378627e-02 2.313952e+00 -2.143764e-01 9.993176e-02 1.359621e+00 5.285388e-01 4.250492e-01 9.548281e-02 
78 781  9.946701725695602647e+01 0 0 1.581719e+00 -5.125033e-01 -5.427621e-02 2.239843e+00 3.385925e-02 2.160872e-01 1.341572e+00 5.330538e-01 1.672366e-01 4.156723e-01 
79 791  9.117108081682512477e+01 0 0 2.001902e+00 5.431168e-03 -4.926676e-02 2.357569e+00 -5.125574e-01 4.558837e-01 1.724434e+00 8.345905e-01 1.268817e-01 2.059667e-03 
80 801  9.518577432351824541e+01 0 0 1.433943e+00 -7.116101e-02 -1.774899e-01 2.460193e+00 -2.210455e-01 5.687748e-01 1.753017e+00 5.420624e-01 4.070076e-01 -1.028252e-01 
81 811  7.264961434108869298e+01 0 0 1.858220e+00 4.107155e-01 2.268911e-01 2.271833e+00 5.305853e-02 1.436136e-01 1.208444e+00 6.607072e-01 -6.075299e-02 5.887579e-02 
82 821  9.641766097480923747e+01 0 0 1.625584e+00 2.512908e-02 -1.259157e-01 2.539195e+00 5.534304e-01 6.497629e-01 1.484921e+00 4.365488e-01 6.469916e-02 1.138436e-01 
83 831  9.822587490843699243e+01 0 0 1.637239e+00 -4.542120e-02 -2.877465e-02 2.375014e+00 1.115852e-01 8.416073e-01 1.753351e+00 4.309010e-01 1.581387e-01 -1.635156e-01 
84 841  9.809320554009181592e+01 0 0 1.609459e+00 1.459633e-01 3.127688e-01 2.362337e+00 8.693012e-02 2.583721e-01 1.724313e+00 6.154211e-01 -1.089339e-01 -2.234915e-02 
85 851  9.167519431655000517e+01 0 0 1.864357e+00 2.529129e-01 1.968353e-01 2.532172e+00 -2.115742e-01 1.172536e-01 1.299121e+00 6.777259e-01 -5.794052e-01 -1.840820e-01 
86 861  8.138774399723077124e+01 0 0 1.643335e+00 2.215937e-01 8.352960e-02 2.502108e+00 -3.385163e-02 3.585153e-01 1.283878e+00 6.102310e-01 -1.143379e-01 -5.472458e-01 
87 871  8.831511481088821824e+01 0 0 1.926764e+00 1.364078e-01 1.215376e-01 2.562900e+00 -7.732848e-03 1.609001e-01 1.309476e+00 3.123935e-01 -3.253080e-01 -4.391143e-01 
88 881  7.090010810231312632e+01 0 0 2.169877e+00 1.362494e-01 1.634426e-01 2.365836e+00 -7.726003e-02 -2.179342e-01 1.093597e+00 6.101967e-01 -6.123735e-01 -4.220177e-01 
89 891  9.532963638296774889e+01 0 0 2.092041e+00 4.658820e-02 2.490191e-01 2.718591e+00 1.027517e-02 -8.942007e-02 1.411954e+00 1.033062e+00 -4.908475e-01 -6.406377e-01 
90 901  7.950493575584400219e+01 0 0 1.987256e+00 3.174903e-01 1.769048e-01 2.505815e+00 -6.482920e-02 -9.768844e-02 1.138629e+00 6.524212e-01 -4.114899e-01 -6.076344e-01 
91 911  5.910693261711967494e+01 0 0 2.016656e+00 -4.014838e-02 7.162556e-02 2.400939e+00 5.568944e-02 9.671994e-02 1.499778e+00 4.067168e-01 4.472410e-02 -4.883062e-01 
92 921  6.668543726223829538e+01 0 0 2.140599e+00 -2.665530e-01 -1.307844e-02 2.427685e+00 -3.211495e-02 4.380896e-02 1.461090e+00 5.538345e-01 1.165919e-01 -5.785303e-01 
93 931  6.578879648105095157e+01 0 0 1.908088e+00 -1.879567e-01 -7.775804e-02 2.506228e+00 -2.099158e-03 5.251600e-02 1.411622e+00 4.247009e-01 -8.490123e-02 -4.205155e-01 
94 941  6.338540400861253232e+01 0 0 2.087819e+00 1.377581e-01 7.345471e-02 2.584986e+00 -5.114348e-03 7.557124e-02 1.340322e+00 6.003537e-01 -6.732143e-02 -6.678037e-01 
95 951  6.531873348295209780e+01 0 0 1.861442e+00 7.260352e-02 -5.303907e-03 2.461900e+00 6.305866e-02 -5.530345e-02 9.908465e-01 1.744890e-01 -4.361670e-01 -5.093714e-01 
96 961  7.334101987175735360e+01 0 0 1.877453e+00 -8.547497e-03 -1.166121e-01 2.292002e+00 -8.446908e-02 1.382546e-01 1.487302e+00 4.924700e-01 -6.710753e-02 -6.369128e-01 
97 971  7.013720795223632365e+01 0 0 1.650799e+00 7.582488e-02 -7.792011e-02 2.334658e+00 -7.140724e-02 1.457722e-01 1.348244e+00 3.621780e-01 -3.709930e-02 -4.468065e-01 
98 981  6.491184798743080364e+01 0 0 1.948111e+00 -2.305085e-02 -3.793086e-02 2.496716e+00 -2.474851e-01 -5.997218e-03 1.238272e+00 3.080959e-01 -4.494333e-01 -4.960125e-01 
99 991  6.816706279947122482e+01 0 0 2.010446e+00 9.490382e-02 1.140643e-01 2.415746e+00 -1.474463e-01 6.159868e-03 1.361679e+00 2.362597e-01 -1.630826e-01 -5.003413e-01 
100 1001  5.999098171193507767e+01 0 0 1.941059e+00 2.197169e-01 -4.105803e-02 2.187592e+00 -5.192428e-02 -2.289136e-02 1.347701e+00 1.509804e-01 -1.038975e-01 -4.590399e-01 
101 1011  4.307936551476122133e+01 0 0 1.911601e+00 4.002467e-02 -2.018270e-01 2.164263e+00 3.674089e-03 -4.515488e-02 1.318671e+00 4.424418e-02 -2.696197e-02 -4.959253e-01 
102 1021  4.685890989951236918e+01 0 0 2.058177e+00 -5.525191e-02 -6.348871e-02 2.200212e+00 -4.944158e-02 -8.769192e-03 1.369618e+00 1.325493e-01 -7.068508e-02 -4.994857e-01 
103 1031  4.393252103312599388e+01 0 0 1.994210e+00 3.144690e-02 -7.863669e-02 2.294339e+00 -5.272131e-02 -1.258030e-02 1.295096e+00 9.084365e-02 -1.251178e-01 -3.943182e-01 
104 1041  5.436174181567623975e+01 0 0 1.905418e+00 -1.697812e-02 -4.968314e-02 2.364959e+00 -5.304936e-02 9.071625e-02 1.397299e+00 2.789771e-01 1.574455e-02 -5.286068e-01 
105 1051  5.177165400516307159e+01 0 0 2.006841e+00 1.059534e-01 5.100965e-02 2.396441e+00 -8.526099e-02 -1.910854e-02 1.391404e+00 2.225559e-01 4.892703e-02 -4.794925e-01 
106 1061  5.701778481243224661e+01 0 0 1.896536e+00 3.189750e-02 7.774320e-02 2.552254e+00 -1.161911e-01 -9.535590e-02 1.294766e+00 5.238267e-02 -1.598930e-01 -4.360724e-01 
107 1071  3.760798973846969062e+01 0 0 1.957880e+00 7.051146e-02 1.500969e-01 2.499104e+00 -1.562427e-02 -1.527188e-02 1.279799e+00 7.209656e-02 -4.649383e-02 -5.604133e-01 
108 1081  4.501073392178298604e+01 0 0 1.957925e+00 -1.021370e-01 1.473661e-01 2.460970e+00 -2.927626e-02 -4.630315e-02 1.393449e+00 3.321293e-02 4.555233e-02 -4.148566e-01 
109 1091  2.800366021782109982e+01 0 0 1.952607e+00 -4.869560e-02 5.916084e-02 2.386377e+00 -8.223814e-02 -4.486561e-02 1.314716e+00 -7.140997e-02 -1.907029e-02 -4.857295e-01 
110 1101  3.197034920799312374e+01 0 0 1.951499e+00 -1.698079e-02 8.941061e-02 2.366346e+00 -4.102930e-03 1.243238e-02 1.176503e+00 9.924083e-03 -1.543920e-02 -3.832730e-01 
111 1111  2.508596672824062068e+01 0 0 1.968800e+00 -1.917144e-02 4.080793e-02 2.399633e+00 -2.629451e-02 7.271388e-02 1.183286e+00 1.772355e-02 1.992772e-02 -4.607306e-01 
112 1121  3.007830055981774109e+01 0 0 2.030352e+00 -6.493017e-03 1.047880e-01 2.494983e+00 -3.172480e-02 5.529506e-02 1.239590e+00 -6.450597e-02 1.555709e-02 -4.896380e-01 
113 1131  2.798329628110447231e+01 0 0 2.017316e+00 -1.044528e-01 4.429261e-03 2.375662e+00 -4.581614e-02 1.857427e-02 1.246758e+00 4.352642e-02 4.791409e-02 -4.240241e-01 
114 1141  3.020920649457785245e+01 0 0 1.954102e+00 1.654249e-02 1.349706e-01 2.449728e+00 2.798915e-02 -1.296954e-02 1.248761e+00 8.739370e-02 3.475831e-02 -5.100300e-01 
115 1151  3.108041275019064997e+01 0 0 1.883527e+00 -8.714670e-02 9.429135e-02 2.442406e+00 6.782764e-03 -5.704051e-02 1.233401e+00 7.645631e-02 1.946646e-02 -5.169680e-01 
116 1161  2.599920026268938500e+01 0 0 1.993967e+00 -7.261292e-02 4.465013e-02 2.398457e+00 -8.457927e-02 -3.557120e-02 1.257011e+00 5.214025e-02 4.695437e-02 -5.024010e-01 
117 1171  2.446017155763743034e+01 0 0 1.943375e+00 -7.946349e-02 5.913554e-02 2.406556e+00 -2.689381e-02 -1.043629e-02 1.250123e+00 -1.862873e-02 6.543204e-02 -4.906782e-01 
118 1181  2.258462305743143261e+01 0 0 1.975823e+00 -4.538167e-02 4.952485e-02 2.298768e+00 1.413529e-02 1.624843e-02 1.247049e+00 -2.041181e-02 2.986174e-02 -4.620518e-01 
119 1191  2.258007299347610086e+01 0 0 1.941716e+00 -5.404842e-02 4.138815e-02 2.339781e+00 -3.467476e-02 -1.375791e-03 1.231061e+00 2.953184e-02 4.397183e-02 -4.766043e-01 
120 1201  2.257354499235575318e+01 0 0 1.960273e+00 -6.913424e-02 3.856246e-02 2.354189e+00 -4.921239e-02 1.258803e-02 1.229930e+00 1.997995e-02 4.682631e-02 -4.913651e-01 
121 1211  2.222050811828564676e+01 0 0 1.926738e+00 1.066598e-02 4.266210e-02 2.337175e+00 -2.413085e-03 -9.621780e-03 1.234427e+00 9.721329e-03 4.661189e-02 -4.617937e-01 
123 1231  2.028776227416004119e+01 0 0 1.948993e+00 2.444333e-03 5.980748e-02 2.382233e+00 -2.484501e-02 -2.717530e-02 1.269521e+00 1.510372e-02 1.434715e-02 -4.860018e-01 
126 1261  2.100973339386482408e+01 0 0 1.972174e+00 -3.222564e-02 -1.018277e-02 2.372346e+00 6.987765e-02 -1.418304e-02 1.276825e+00 1.750789e-02 1.368754e-02 -5.189602e-01 
130 1301  1.874774353647916669e+01 0 0 1.957087e+00 -1.149371e-02 2.241816e-02 2.375471e+00 4.318928e-03 1.851393e-02 1.245799e+00 1.102891e-02 7.235028e-03 -4.833230e-01 
135 1351  1.829082735088381639e+01 0 0 1.968284e+00 -1.060144e-02 6.163396e-03 2.368339e+00 1.956350e-03 1.581551e-02 1.260003e+00 -2.008227e-03 1.333571e-02 -4.964935e-01 
141 1411  1.819456045636445296e+01 0 0 1.958686e+00 -4.568295e-03 -4.884358e-03 2.365241e+00 -2.525676e-03 -5.267632e-03 1.260636e+00 2.042515e-03 1.272029e-03 -5.041279e-01 
148 1481  1.799411614087901867e+01 0 0 1.986591e+00 4.238326e-03 5.470681e-03 2.364226e+00 -8.901810e-03 1.898958e-03 1.257092e+00 1.683626e-03 5.767732e-03 -4.990550e-01 
156 1561  1.792357210111288168e+01 0 0 1.982766e+00 1.900459e-03 -6.821795e-04 2.368639e+00 1.333701e-03 1.955417e-03 1.254149e+00 5.182167e-04 8.087525e-04 -4.979347e-01 
165 1651  1.792139230750181156e+01 0 0 1.990808e+00 -1.720651e-03 -2.690912e-03 2.368532e+00 -2.946052e-03 3.603774e-04 1.253392e+00 1.857543e-03 -2.281422e-03 -4.982444e-01 
174 1741  1.791168586896874615e+01 0 0 1.989842e+00 1.242086e-03 5.081988e-04 2.369472e+00 -4.198680e-04 1.783238e-03 1.252924e+00 -6.400620e-04 3.968536e-04 -4.973784e-01 
183 1831  1.790948421564242921e+01 0 0 1.989881e+00 4.975435e-04 4.236727e-04 2.369185e+00 5.217879e-04 -3.282479e-05 1.253756e+00 -3.163034e-05 -7.782809e-05 -4.972882e-01 
192 1921  1.790931549632968967e+01 0 0 1.989611e+00 1.546244e-04 -1.737048e-04 2.369158e+00 -7.022367e-05 2.069005e-04 1.253758e+00 -9.389045e-05 1.491488e-04 -4.975069e-01 
