%  columns="iteration, evaluation, sigma, axis ratio, bestever, best, median, worst fitness function value, further objective values of best" (startseed=208979, 2021/03/4 9:50:2.79)
86 861 3.119697e-01 3.136085e+00  5.643201770707003107e+01  8.138774399723077124e+01  1.148087355958871854e+02  1.551959015586572264e+02 2.000000
87 871 2.883164e-01 3.119405e+00  5.643201770707003107e+01  8.831511481088821824e+01  1.096092594870508208e+02  1.417441694184905714e+02 2.000000
88 881 2.737979e-01 3.137130e+00  5.643201770707003107e+01  7.090010810231312632e+01  1.257560087410027734e+02  1.516958242720930912e+02 2.000000
89 891 2.732879e-01 3.129060e+00  5.643201770707003107e+01  9.532963638296774889e+01  1.179936942613229007e+02  1.269087325764903227e+02 2.000000
90 901 2.464769e-01 3.100814e+00  5.643201770707003107e+01  7.950493575584400219e+01  1.041008679363424250e+02  1.527826246236983536e+02 2.000000
91 911 2.292957e-01 3.091543e+00  5.643201770707003107e+01  5.910693261711967494e+01  9.833163186574864767e+01  1.257408619206683227e+02 2.000000
92 921 2.261121e-01 3.077801e+00  5.643201770707003107e+01  6.668543726223829538e+01  9.245229672714708613e+01  1.436147372109806213e+02 2.000000
93 931 2.078958e-01 3.063714e+00  5.643201770707003107e+01  6.578879648105095157e+01  1.004888095973336704e+02  1.427752276602278414e+02 2.000000
94 941 1.879889e-01 3.019735e+00  5.643201770707003107e+01  6.338540400861253232e+01  8.971840350512448481e+01  1.119517962258370147e+02 2.000000
95 951 1.865866e-01 3.053552e+00  5.643201770707003107e+01  6.531873348295209780e+01  9.830914364517511217e+01  1.179821913861078428e+02 2.000000
96 961 1.869980e-01 3.078490e+00  5.643201770707003107e+01  7.334101987175735360e+01  8.746646223378974128e+01  1.036859461244300036e+02 2.000000
97 971 1.777122e-01 3.074859e+00  5.643201770707003107e+01  7.013720795223632365e+01  8.052871972527532307e+01  1.122525806392164895e+02 2.000000
98 981 1.674384e-01 3.087610e+00  5.643201770707003107e+01  6.491184798743080364e+01  8.976610481571557898e+01  9.705437550999361918e+01 2.000000
99 991 1.592514e-01 3.069058e+00  5.643201770707003107e+01  6.816706279947122482e+01  8.682186142403011786e+01  1.214721526472093558e+02 2.000000
100 1001 1.585563e-01 3.004976e+00  5.643201770707003107e+01  5.999098171193507767e+01  7.676275770365568007e+01  9.335673545301450815e+01 2.000000
101 1011 1.650931e-01 2.914778e+00  4.307936551476122133e+01  4.307936551476122133e+01  7.995366867850449921e+01  1.019505819785202192e+02 2.000000
102 1021 1.551270e-01 2.890166e+00  4.307936551476122133e+01  4.685890989951236918e+01  7.637829250693499716e+01  1.157995195131819202e+02 2.000000
103 1031 1.394895e-01 2.882297e+00  4.307936551476122133e+01  4.393252103312599388e+01  7.053365228719638935e+01  8.252474439875177836e+01 2.000000
104 1041 1.272114e-01 2.881349e+00  4.307936551476122133e+01  5.436174181567623975e+01  6.963344082904873744e+01  1.005103017841508546e+02 2.000000
105 1051 1.243917e-01 2.847835e+00  4.307936551476122133e+01  5.177165400516307159e+01  7.271731719665160654e+01  9.175272990502941184e+01 2.000000
106 1061 1.258726e-01 2.914337e+00  4.307936551476122133e+01  5.701778481243224661e+01  6.492485072015719538e+01  9.129610755422368129e+01 2.000000
107 1071 1.312718e-01 2.932438e+00  3.760798973846969062e+01  3.760798973846969062e+01  5.380312400951827101e+01  8.649975367004034865e+01 2.000000
108 1081 1.287809e-01 2.951194e+00  3.760798973846969062e+01  4.501073392178298604e+01  5.870024613314099327e+01  7.829531571836353976e+01 2.000000
109 1091 1.201254e-01 2.950318e+00  2.800366021782109982e+01  2.800366021782109982e+01  5.114322311540210819e+01  8.065585899732863595e+01 2.000000
110 1101 1.126532e-01 2.930628e+00  2.800366021782109982e+01  3.197034920799312374e+01  4.328005879099823972e+01  6.872667206538206131e+01 2.000000
111 1111 1.053075e-01 2.923802e+00  2.508596672824062068e+01  2.508596672824062068e+01  4.529660279295639924e+01  5.973219713550834342e+01 2.000000
112 1121 8.900809e-02 2.914367e+00  2.508596672824062068e+01  3.007830055981774109e+01  4.407697162482090647e+01  6.053557188992532190e+01 2.000000
113 1131 8.125991e-02 2.937462e+00  2.508596672824062068e+01  2.798329628110447231e+01  3.990358109180029089e+01  5.403497401123541977e+01 2.000000
114 1141 7.381145e-02 2.934326e+00  2.508596672824062068e+01  3.020920649457785245e+01  3.431197803811168257e+01  3.813524905448243629e+01 2.000000
115 1151 7.236838e-02 2.934306e+00  2.508596672824062068e+01  3.108041275019064997e+01  3.727373098266055251e+01  4.771567525250230801e+01 2.000000
116 1161 6.707832e-02 2.945067e+00  2.508596672824062068e+01  2.599920026268938500e+01  3.733721288787570813e+01  5.392245416913950606e+01 2.000000
117 1171 6.055314e-02 2.904718e+00  2.446017155763743034e+01  2.446017155763743034e+01  3.299704319118873741e+01  4.177658973437324619e+01 2.000000
118 1181 6.168985e-02 2.883122e+00  2.258462305743143261e+01  2.258462305743143261e+01  2.927267844690542375e+01  4.015420732856690478e+01 2.000000
119 1191 5.694039e-02 2.871422e+00  2.258007299347610086e+01  2.258007299347610086e+01  2.922776308815863189e+01  3.446761938793067515e+01 2.000000
120 1201 4.884632e-02 2.878784e+00  2.257354499235575318e+01  2.257354499235575318e+01  2.721491765774495519e+01  3.109982717184607992e+01 2.000000
121 1211 4.479934e-02 2.794448e+00  2.222050811828564676e+01  2.222050811828564676e+01  2.585804439980854852e+01  3.487103536739670773e+01 2.000000
123 1231 4.327430e-02 2.772006e+00  2.028776227416004119e+01  2.028776227416004119e+01  2.236389590852684250e+01  2.782249837453260000e+01 2.000000
126 1261 4.332687e-02 2.669163e+00  2.013219744513818910e+01  2.100973339386482408e+01  2.389244230604427344e+01  2.648897411485058484e+01 2.000000
130 1301 3.093171e-02 2.655626e+00  1.874774353647916669e+01  1.874774353647916669e+01  2.020843655794910632e+01  2.181291398379284985e+01 2.000000
135 1351 2.167832e-02 2.599755e+00  1.829082735088381639e+01  1.829082735088381639e+01  1.884899526182033469e+01  2.007591324455222903e+01 2.000000
141 1411 1.641735e-02 2.440637e+00  1.819456045636445296e+01  1.819456045636445296e+01  1.838743362341036658e+01  1.857150994802424648e+01 2.000000
148 1481 1.147183e-02 2.384433e+00  1.798836077151088375e+01  1.799411614087901867e+01  1.813525358750559491e+01  1.818989276134197652e+01 2.000000
156 1561 7.532182e-03 2.218255e+00  1.792357210111288168e+01  1.792357210111288168e+01  1.797147081109303457e+01  1.808289979888633070e+01 2.000000
165 1651 4.049609e-03 2.130231e+00  1.792139230750181156e+01  1.792139230750181156e+01  1.792971287436695604e+01  1.794078296633579939e+01 2.000000
174 1741 2.047276e-03 2.114944e+00  1.791168586896874615e+01  1.791168586896874615e+01  1.791504118523466360e+01  1.791869333532838837e+01 2.000000
183 1831 1.088120e-03 2.087227e+00  1.790948421564242921e+01  1.790948421564242921e+01  1.791028723581746007e+01  1.791133794720392558e+01 2.000000
192 1921 5.638583e-04 2.165697e+00  1.790931549632968967e+01  1.790931549632968967e+01  1.790944864952475513e+01  1.790982741935780354e+01 2.000000
201 2011 3.357238e-04 2.400937e+00  1.790927196476476624e+01  1.790927196476476624e+01  1.790932745533643100e+01  1.790936604808296195e+01 2.000000
210 2101 1.593065e-04 2.380107e+00  1.790922931535387619e+01  1.790923261410706502e+01  1.790923905691429496e+01  1.790924185078662845e+01 2.000000
220 2201 9.074287e-05 2.489596e+00  1.790922473660926073e+01  1.790922494785658259e+01  1.790922622975028844e+01  1.790923228621335284e+01 2.000000
230 2301 5.317470e-05 2.479740e+00  1.790922307103394928e+01  1.790922307103394928e+01  1.790922407334645072e+01  1.790922485347702775e+01 2.000000
240 2401 2.695722e-05 2.578208e+00  1.790922277744108015e+01  1.790922277744108015e+01  1.790922302746001549e+01  1.790922338243929346e+01 2.000000
250 2501 1.286888e-05 2.607671e+00  1.790922270176359632e+01  1.790922270176359632e+01  1.790922276139708202e+01  1.790922283256792724e+01 2.000000
260 2601 7.128962e-06 2.683364e+00  1.790922268505486414e+01  1.790922269144598999e+01  1.790922269218619078e+01  1.790922270884028578e+01 2.000000
270 2701 3.614105e-06 2.571898e+00  1.790922268072205981e+01  1.790922268072205981e+01  1.790922268251443583e+01  1.790922268562861674e+01 2.000000
280 2801 1.350351e-06 2.779304e+00  1.790922267988484506e+01  1.790922267999081896e+01  1.790922268011863849e+01  1.790922268043226850e+01 2.000000
290 2901 6.989099e-07 2.824644e+00  1.790922267971773252e+01  1.790922267973071769e+01  1.790922267977771298e+01  1.790922267982774585e+01 2.000000
300 3001 3.299299e-07 2.776400e+00  1.790922267970072923e+01  1.790922267970239545e+01  1.790922267971249227e+01  1.790922267972571191e+01 2.000000
310 3101 2.444850e-07 2.807455e+00  1.790922267969023096e+01  1.790922267969023096e+01  1.790922267969497739e+01  1.790922267970190518e+01 2.000000
320 3201 1.172014e-07 2.739268e+00  1.790922267968892356e+01  1.790922267968937831e+01  1.790922267969028780e+01  1.790922267969123993e+01 2.000000
330 3301 5.308410e-08 2.581030e+00  1.790922267968862513e+01  1.790922267968862513e+01  1.790922267968876014e+01  1.790922267968921133e+01 2.000000
340 3401 2.055116e-08 2.712221e+00  1.790922267968847947e+01  1.790922267968848658e+01  1.790922267968851855e+01  1.790922267968857184e+01 2.000000
350 3501 1.482707e-08 2.658136e+00  1.790922267968847592e+01  1.790922267968847947e+01  1.790922267968849013e+01  1.790922267968850790e+01 2.000000
356 3561 1.247872e-08 2.786646e+00  1.790922267968847592e+01  1.790922267968847947e+01  1.790922267968849724e+01  1.790922267968851500e+01 2.000000
